anonymised_clientnum,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag_Binary
8b890afa6dac26044a2053f7ac145d4f980bbcc76b806f1f62774c4572569665,Existing Customer,52,M,2,High School,Single,$120K +,Blue,46,4,2,4,34516.0,0.0,34516.0,0.775,4037.0,87,0.706,0.0,0
59b2ab0d90d75483bd7e58cf8bfbf5a88a75da34ffab9744e39b26b4300fd6ac,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,43,6,3,4,1844.0,0.0,1844.0,0.729,4564.0,82,0.608,0.0,0
3d6bd539bdd4d8067f19910e73bb27ebf1feabe549e0dcb2bcae819edf8dfc42,Existing Customer,48,M,3,College,Divorced,$60K - $80K,Blue,39,4,3,2,13233.0,1106.0,12127.0,0.882,4288.0,47,0.621,0.084,0
9610342a4afda443a1facdcf6f0087b5ba22aad7279ef48378d35650e736f9c0,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Silver,31,5,2,2,34516.0,1433.0,33083.0,0.758,2589.0,57,0.676,0.042,0
4b416de71cf3bb9ec2949c19b87d8be371b729f4bb38ba1bda00d8f8cabd281e,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,4,1593.0,0.0,1593.0,0.718,4004.0,76,0.652,0.0,0
7facc04914dd476863ffbedfbce9843a34d552dc17c523d682a7d87002987d3f,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,41,4,2,3,8589.0,685.0,7904.0,0.858,3553.0,63,0.909,0.08,0
9dbe8551587273b88441b7095fcb02894bda8e17e08aff5a4387b5718227288d,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714.0,0.0,1714.0,0.661,2279.0,46,0.533,0.0,1
617b6b05796001eb7662a7134242432a50e9104f0a6b1e0a0cd0fd85eb659c87,Existing Customer,46,M,3,Post-Graduate,Unknown,$120K +,Blue,36,6,1,2,1438.3,845.0,593.3,0.642,3631.0,67,0.763,0.587,0
af88d054eed6e8da55bd41336c467fa245d544239b4d4572e5816d5b19b6a7cf,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,2433.0,1948.0,485.0,0.752,4668.0,69,0.643,0.801,0
97fa950bd873e403958011311b1785dfc81acc0e312f2701bfad70dd7cada887,Existing Customer,47,M,4,Uneducated,Married,$80K - $120K,Blue,40,5,2,4,21148.0,1746.0,19402.0,0.853,3370.0,69,0.769,0.083,0
2ea44012760ba28ea424c09a989124e72a91f4fba26927df1070926d99fe815a,Existing Customer,65,F,0,Unknown,Divorced,Less than $40K,Blue,50,3,3,3,7487.0,1953.0,5534.0,0.891,4070.0,63,0.658,0.261,0
c0f1e4e22eeb8da5db7be63a28548f2858f673e748810bbdf4e28031f2e3a615,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798.0,2517.0,3281.0,0.58,1860.0,43,0.433,0.434,1
7b59c04b9ec61775985fcfc851add060f688e2134992a77a20a86ce40f572e45,Existing Customer,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516.0,1757.0,32759.0,0.786,4223.0,81,0.653,0.051,0
cf2c6750a09a97d52395d74527e6e12fe253146c8e3a85ac8e49e75984aacc3e,Existing Customer,52,F,0,Graduate,Married,Unknown,Blue,37,6,2,2,7608.0,2373.0,5235.0,0.95,4921.0,81,0.62,0.312,0
b1a7c1741d667e15763f63ea18305a8702c617252765f84f3eff9083115cd700,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184.0,0.0,2184.0,0.671,1973.0,42,0.556,0.0,1
b9c115384638267e7ce60cd38716fb56830afbfdbce8f18fad747e91a0795d44,Existing Customer,35,F,1,High School,Single,Less than $40K,Blue,26,3,3,2,2189.0,1833.0,356.0,0.56,4530.0,72,0.846,0.837,0
c8a54ebfcc29c983c1a8361b68733058ebc0f54027f48223e792aa470a601ac5,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495.0,0.0,3495.0,0.639,2131.0,41,0.464,0.0,1
4e09c56bf47e692eed426c76bc99aa8bf2b8aa470d4b2fd864dc40634ac957e7,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134.0,7884.0,0.717,2409.0,38,0.31,0.017,1
0d149585fe8b33f147d571f65c575b8c960351d75d652eff79680a1683f631fc,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0.0,20543.0,0.547,1874.0,42,0.615,0.0,1
de55eb5580abf68e21ed7f2f18c3c79212280f4281c6997b7b385a33b7515b5f,Existing Customer,62,F,0,High School,Single,Unknown,Blue,50,6,2,2,18819.0,0.0,18819.0,0.894,4273.0,87,0.977,0.0,0
a5a2a0d846702c1c9d436dd89bc203939523c0281642586151c24445b7571239,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,2,4,17811.0,643.0,17168.0,0.842,3748.0,79,0.646,0.036,0
154dd1526fb23c074b36db239aecf85772463d601ed01399b90533f6b858a0c1,Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418.0,0.0,14418.0,1.043,3880.0,68,0.7,0.0,0
25f6ddb9334138ca36576cfda0589c3ad39bd0d8d1c7d783fae4dcb086fd1dc0,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,38,5,3,4,3936.0,2024.0,1912.0,0.988,5001.0,66,0.692,0.514,0
e383449d2dbc46f446002e2e7b7b981f23aa871002e64e9eaa0ca4286e013faa,Existing Customer,43,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,5738.0,0.0,5738.0,0.852,4375.0,73,0.622,0.0,0
639e7e3454c153559a918d19460123f189742a3225f06af83ae84d41a9ae05a2,Existing Customer,54,M,1,Uneducated,Single,$120K +,Blue,36,5,1,2,34516.0,0.0,34516.0,0.452,3918.0,67,1.094,0.0,0
da161562986e04ad1b58732b47405d00bbee0341dcccf2e8a6e93362f9150663,Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,40,4,3,4,1513.0,725.0,788.0,0.791,4042.0,72,0.714,0.479,0
31e344c86939450d6f2266d15546d0a32439c318027f006168c989612db4b481,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075.0,0.0,18075.0,0.531,1477.0,30,0.5,0.0,1
f6fe03141ac97818efd6e058d65746fd28f0e4a23be93f6b51065251af7813dd,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,36,6,1,2,5989.0,0.0,5989.0,0.668,4246.0,78,0.857,0.0,0
c7809fe98b9b1fb774f7b349d6f753b5fe2fabcabfe27468eae2c4a8110dc870,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623.0,867.0,0.79,2998.0,60,0.622,0.652,0
5b46c2bed489eee6f328d539972c767943e49decd8439c18ebfa786a4d280c6d,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,44,4,2,2,2659.0,0.0,2659.0,0.84,4546.0,81,0.884,0.0,0
d77a553754d767ea5728993d303c084e2f7086d7ef10cf6c437eaba2f558a3dc,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297.0,32219.0,0.416,1461.0,43,0.536,0.067,1
b725563ff951a3f08a5ab16e645ecc2194716652c698d8a03eb79117d2e390d6,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,40,4,2,0,13490.0,1672.0,11818.0,0.799,4205.0,75,0.415,0.124,0
c3a92b5cc2422ad370da521869808f6a88121bdcec56649e928dacdd0f192a3f,Existing Customer,46,M,1,High School,Single,$40K - $60K,Blue,33,6,4,3,1664.0,798.0,866.0,0.703,4804.0,66,0.535,0.48,0
b06c81f625d71d7d945396b4ca716e54342868107704dad87b6659b550d89cc3,Existing Customer,49,M,3,Uneducated,Married,$120K +,Blue,37,6,3,3,7753.0,1643.0,6110.0,0.798,3367.0,65,0.806,0.212,0
c87758dc8f6985e5c9f9d6f87732880fc4ddfe60aea4cc1ec970f8c4688c6f43,Existing Customer,36,F,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909.0,2085.0,824.0,1.035,5154.0,80,0.86,0.717,0
137e98e680f93ee4b005927129ad6f1affa0a063341fc505d161176fb077041f,Existing Customer,57,M,3,Graduate,Divorced,$80K - $120K,Silver,36,6,3,4,34516.0,1384.0,33132.0,0.887,4745.0,69,0.605,0.04,0
41269d4d045b906ef8962e7d9b243b33a3d1f40e69fdbbad554af1b5403053f7,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3476.0,1560.0,1916.0,0.894,3496.0,58,0.871,0.449,0
6a50f392dda1bde938aff3a92d7fe9b97b716add122c2c3595a1f8ce48ea9c7a,Existing Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,16026.0,1160.0,14866.0,0.386,4418.0,59,0.639,0.072,0
64ccd339e48a323622f112be1777935e7401eedf29dbff887f2d6e209c7637aa,Existing Customer,45,M,1,Uneducated,Divorced,Less than $40K,Blue,40,4,3,2,2705.0,1334.0,1371.0,0.886,4501.0,67,0.675,0.493,0
219f4e34d439a108a676a7d7295d6b27e5ca0b0082e49299008ddf7bf6d4c87b,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,5,3,2,2884.0,1144.0,1740.0,0.783,4887.0,90,0.698,0.397,0
24a85c6c362b8444fa34e714307e66e4eff86065bafa5f371f22ef822a89979c,Existing Customer,49,M,2,High School,Single,$80K - $120K,Blue,37,6,1,4,24299.0,2517.0,21782.0,0.723,5320.0,62,0.771,0.104,0
eda35f9b90cb454a7967d76c6f0bbf58772c13233227f236425c166fc0456efd,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276.0,18479.0,0.801,4615.0,79,0.837,0.11,0
bf7ba2f068674e8286aff74e85cf463bf405d5ac67c9285aff2f7775fb4800a1,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096.0,0.0,21096.0,0.637,1882.0,39,0.345,0.0,1
2ff2f0b8a96b7a4d25137566cb4cacb189887b1c71865f26baa6a801d8dae3b0,Existing Customer,46,M,3,High School,Divorced,$120K +,Blue,37,5,3,4,6457.0,0.0,6457.0,0.531,4487.0,73,0.431,0.0,0
f77d06c237782d85c4781bf48bbbda4d453b6e01d3a569f46984b5913cb17bbd,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,40,5,2,3,1603.0,0.0,1603.0,0.467,4041.0,66,0.571,0.0,0
b7be94bb72ad7d6c79c7fe15f2b0cafaa84c3cb85188962df93707674c463a6b,Existing Customer,43,F,3,Unknown,Divorced,Unknown,Blue,37,3,6,3,9051.0,1557.0,7494.0,0.621,4169.0,72,0.5,0.172,0
801fdb475a368b9549f34d93607086f0e1d7c48b00dcbe44849005faa12299a7,Attrited Customer,50,F,1,High School,Single,Unknown,Blue,42,5,0,4,10057.0,0.0,10057.0,0.792,2383.0,42,0.448,0.0,1
132df97216e1aec5d9ada9dac0d52c687faddf402b4ee09af318d92d2529e084,Existing Customer,33,M,3,Graduate,Single,$60K - $80K,Blue,27,6,2,3,2043.0,1725.0,318.0,0.686,5212.0,79,0.646,0.844,0
0411a487950d6ec5f1c5319370eaa8f1338030eb332411e61da8c9ba0738f8bd,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2802.0,2403.0,399.0,0.636,3887.0,61,0.419,0.858,0
7da8631bdfefc1bf1929f99635b5182c2b603b7b563946ea7b944e97ff7384ad,Existing Customer,56,F,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960.0,1690.0,270.0,0.63,3870.0,67,0.558,0.862,0
ce99086760fece6569cc05d04ae2f64f8c481b2f2e89d8c0f81251d844a2b6fa,Existing Customer,40,F,3,Unknown,Divorced,Less than $40K,Blue,36,6,1,0,2348.0,1061.0,1287.0,1.062,1901.0,27,1.25,0.452,0
fb25d550dc9f438bd12c87517f5aa63f3ccc2a4ab3f152ae364c836fd5f805fc,Existing Customer,40,M,2,High School,Divorced,$60K - $80K,Blue,25,6,4,2,2978.0,0.0,2978.0,0.49,3879.0,95,0.583,0.0,0
4aea94f4b765e6967596443a00bea238d0d2d7b70083eccb5aa31e5646be5d22,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,3,3,3,2017.0,1557.0,460.0,0.738,3875.0,75,0.974,0.772,0
321f05f381ce2c19cd192197eaff86852106e77070c5d17f1244610bc9860fa5,Existing Customer,29,F,1,Graduate,Single,Unknown,Blue,36,5,2,3,13613.0,1172.0,12441.0,0.657,4253.0,84,0.75,0.086,0
a6df42da5cebb5572bcf50c6d0aa1d3fdab9bf268c5d342aa505a51cb6e82e87,Existing Customer,45,F,2,Doctorate,Single,Less than $40K,Blue,33,6,2,3,5553.0,1117.0,4436.0,0.914,3744.0,52,0.793,0.201,0
372f4c274a4bdefd9beb90ca05d73fb3556600cb674933900fa2f0ea21779308,Existing Customer,51,M,1,High School,Unknown,$80K - $120K,Blue,41,6,1,2,6346.0,578.0,5768.0,0.55,3837.0,85,0.604,0.091,0
e266a669a2b11d2859c560c2721e31f87c7a930d027c5479f7a2fa8315c4a351,Existing Customer,45,M,2,Unknown,Married,$120K +,Silver,38,4,2,3,34516.0,1406.0,33110.0,1.261,3342.0,63,0.969,0.041,0
c70fd70659da7625f6075ecb532bc136e043d19de195e924b52fa36ca4683449,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,27,5,3,3,1438.3,988.0,450.3,0.556,3561.0,72,0.5,0.687,0
78dab032612a393f3c39b95e7ede17f2222003ca280e57d2f3f680577563948b,Existing Customer,37,M,3,Unknown,Single,$40K - $60K,Silver,24,3,1,3,15133.0,1663.0,13470.0,0.646,4392.0,68,0.511,0.11,0
b0364c296bbc6d9724621c24a32b1cb3e6ad81d281705795833e14da9fe2ee0e,Existing Customer,42,M,4,College,Single,$40K - $60K,Blue,36,3,3,2,2502.0,1488.0,1014.0,0.56,3763.0,75,0.875,0.595,0
69099d4414564b16714db3d2c254128edd19976949b3db35bbaeb1971efece6d,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,3,2,2,2589.0,2052.0,537.0,0.636,4133.0,68,0.789,0.793,0
45bcf8074f64aa0336a1ee0e2a8e6b41ac89f6e76f1c6456e3b18747ca7642e9,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,2049.0,1460.0,589.0,0.599,3514.0,79,0.646,0.713,0
9346eef8523fab70c0764f0d7845a681deb72885a858694fb93d1aa2db0c223a,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560.0,751.0,2809.0,1.096,4060.0,79,0.975,0.211,0
4e8db728cb9e941e385ded4caf0313a1e9b62e5daded817b941c3796ba4bbf9d,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36,3,2,3,1438.3,0.0,1438.3,1.044,4553.0,78,1.167,0.0,0
236d305071a3181f22a0a573e2995abb4803cf68ecddfefe9a17649f3a515bdb,Existing Customer,43,M,3,Graduate,Unknown,$120K +,Blue,36,6,1,2,25937.0,0.0,25937.0,0.936,3785.0,68,0.7,0.0,0
893eca1fdb2c8007e148b83a849dcbe591738d92c818a69e47cb157e9895a6ea,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,4,2,3,2387.0,1482.0,905.0,0.868,3909.0,67,0.675,0.621,0
cb46343c00bab22398227bfb2b665bcec5fa6187bcb6e2cf457df72f9cc3bfcc,Existing Customer,48,M,4,Graduate,Married,Less than $40K,Blue,36,4,1,2,2912.0,1501.0,1411.0,0.825,4518.0,90,0.875,0.515,0
ffe021de421de48706b8d017dfc025f513681e97c118f3ae78440d69851ad607,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062.0,1255.0,5807.0,0.672,3432.0,68,0.744,0.178,0
f938555ca4a2c48a47cef3bfbd2db0f7bc560a2e2da96e729164cb24819f543b,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51,3,3,3,12186.0,1080.0,11106.0,0.842,4785.0,66,0.65,0.089,0
bb3ffb858292f71b8b7562fbbb1da6ffe01bb7d9c1c63ca6b151d0eb2fc0a5d2,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570.0,2517.0,1053.0,0.69,3289.0,47,0.958,0.705,1
a2170173f164224f5e82160d8e3d636db47ae374e3d8e13a730904fd1a2aac94,Existing Customer,38,F,3,Doctorate,Single,Unknown,Blue,32,6,4,4,3072.0,1970.0,1102.0,0.671,4245.0,82,0.952,0.641,0
ea19720884771242addc94bd84597cb03358ce00226118b84827afd0582f350d,Existing Customer,51,F,2,Graduate,Single,Unknown,Silver,41,5,3,3,31501.0,1810.0,29691.0,0.71,3893.0,81,0.62,0.057,0
d477fa6b3234a8982090cdc2291d82562c23f459310c2420f4dd4f1816265013,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,5928.0,2517.0,3411.0,0.817,3536.0,69,0.769,0.425,0
952b7a792039e6f18e8bc29038479da4ea562461ae9516b5a857cd363cc26617,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,3,1,3,8482.0,0.0,8482.0,0.563,4076.0,81,0.688,0.0,0
dfea9b330e5b01bbecaca8df6c9aa992a2bf15c09e861f4e5e2cf9c00e6ba86c,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,36,4,3,4,23911.0,2100.0,21811.0,0.988,4770.0,89,0.712,0.088,0
35f994e48156e022d2bc8046e062f35d532286f5ac54f5c0bfe76edf8477834d,Existing Customer,62,M,0,Graduate,Single,$80K - $120K,Blue,56,4,3,3,1438.3,0.0,1438.3,0.794,3628.0,74,0.644,0.0,0
3341c8376e367a7434ea0478f53ddd57f3fc27188588d25e48784e5a0af85610,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,42,5,3,3,3261.0,814.0,2447.0,0.85,4739.0,89,0.712,0.25,0
75ef12faecdf3ed6654e5c740fe5a436c193169f4975ea0b18b1a8d1a0f9ad85,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,30,3,1,2,2317.0,1232.0,1085.0,0.733,3057.0,71,0.919,0.532,0
76e464bdde4ad9005b35d3ba450c7a01db1156f6ad991de48833ff79a7f6fa0a,Existing Customer,43,M,2,Unknown,Single,$120K +,Blue,34,5,3,4,33913.0,0.0,33913.0,0.901,4160.0,76,0.9,0.0,0
4e8a44c06f51e7e121966e45006c77d767ab7099ccae2c36a626b54e2158cf75,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516.0,0.0,34516.0,0.688,2427.0,51,0.645,0.0,1
26ecc7e16766de3d17077d72567e6bac1a4456e1c3a747503c15703ec5adfbfc,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,36,3,1,4,1637.0,774.0,863.0,1.126,4120.0,78,1.0,0.473,0
212e8720f20cd0c60732e123c2e3b9e656216fa28c827181be2cefe0b0eee4b7,Existing Customer,48,M,3,High School,Married,$60K - $80K,Blue,39,4,3,2,5448.0,0.0,5448.0,0.549,3912.0,72,0.565,0.0,0
c004a40382dbb6cd2bdbbd8b8f8f297b514b25c6c46e69a51a45e56868f71526,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5,2,4,5152.0,948.0,4204.0,0.953,4074.0,72,1.057,0.184,0
57a307cc671f5104ae497e67f4f41d584843e1dba0a369a63f76e82a2c64fe0a,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195.0,0.0,15195.0,0.726,2631.0,41,0.64,0.0,1
de20843c7e9c387068cc4f93514b980e1a83f5e25df7dff11653366242d2e0f7,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,41,5,3,0,2799.0,1303.0,1496.0,0.763,3971.0,76,0.551,0.466,0
6da466066be6942ca2b7a6a69434cad7dd341e0079342e6ea01c92f274b00241,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0.0,1438.3,0.508,2139.0,47,0.567,0.0,1
470fc80cd08808e321a9852ea8f1220cb83b0b0125ab65b1c7613d5bd94c9b19,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,32,6,3,1,1817.0,885.0,932.0,0.621,3400.0,67,0.675,0.487,0
fe1926f5ee3209f0731156e51a333eb8db1c99121ee36c1e3eeb41520697387b,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443.0,0.0,3443.0,0.832,2505.0,45,0.452,0.0,1
851680812436c25e75af4b0a99bd3a7494061f7a9fc3dd0c493fb24f8a1f7f27,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281.0,0.0,4281.0,0.447,1723.0,44,0.375,0.0,1
7fd63ce106930d1ba87aa532a96e41ee1668af959928fd89b19aa546fef49a27,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,2029.0,974.0,1055.0,0.624,4170.0,73,0.553,0.48,0
5efe2fc36b38aefe8e04cc419aa3b63b4faad9962b5b220701ad525a14687e9f,Existing Customer,33,F,3,Graduate,Married,Unknown,Blue,15,5,3,2,1438.3,1055.0,383.3,0.901,4208.0,67,0.675,0.734,0
0b9426cf51ef04e955787abba1dd21b108ab355e83947062b22d861ca73f1ed2,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,3,2,4,28186.0,1308.0,26878.0,0.679,2853.0,64,0.73,0.046,0
daf2ccd1b27acac6faf846711d05564426c8672d8e18f1c1fc2d364e17a5bc25,Existing Customer,46,F,3,Unknown,Married,Unknown,Silver,41,6,3,2,34516.0,0.0,34516.0,0.896,3722.0,72,0.756,0.0,0
aee6c179b44dccbf87272647b1755a364e557e3341df815bf7d22a05db3c1d31,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,36,5,1,4,3818.0,0.0,3818.0,0.885,4272.0,71,0.578,0.0,0
45c0bef556f27e8b4f91a6bd1d205ff9be09446a00ae5968d1cd4b3ae60397cd,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,28,4,1,3,11494.0,1160.0,10334.0,0.463,3353.0,86,0.593,0.101,0
e0dc173f91752bb3df660ffcc6c5a789a336daebb6d7f16d21e02e328e550217,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,32,4,1,3,28142.0,762.0,27380.0,0.982,3676.0,47,1.35,0.027,0
29eea1c9488192a7773d62e3f7f674e82c23018ae46857eb8e9af3af647b7ba8,Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,1,3,2316.0,1510.0,806.0,0.554,3471.0,63,0.75,0.652,0
abb046c7847fcf337e7298bfb2aec3778f0ef8eaa17dc2e0cb6ae895f5f6f4f1,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,33,5,2,4,10533.0,1689.0,8844.0,0.359,3651.0,69,0.605,0.16,0
f62c066d6b1de583c31fe075f31e36dc0b3eeadf3fc11c7b04fb7a488d0e1171,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4,2,1,14322.0,0.0,14322.0,0.602,3993.0,75,0.531,0.0,0
7713b43d3f10662bba2b0cfd412da7884ef1433eda026c5cd035628407f2138f,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516.0,1662.0,32854.0,0.504,3806.0,76,0.9,0.048,0
ce77fa1c76e032cbc3c175599b2535ad08e1058f9186dc031913744024bc7703,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,5,1,2,6798.0,2517.0,4281.0,0.873,4327.0,79,0.881,0.37,0
e18edd7f9856dd72869acce5bdd848b2d892b3bdcb82cc13750e564c172fee7e,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,39,3,3,4,1438.3,0.0,1438.3,0.646,4111.0,62,0.55,0.0,0
d8e8f10f588547715b63b44b32290f122888601abbccce7a5a60331d8bf74f57,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848.0,1597.0,0.771,2216.0,39,0.56,0.347,1
cf528c39b768bb0024decbae3f969d7e6f1b8b3e447fef9fda3fae7b0a8568c8,Existing Customer,51,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,2585.0,1847.0,738.0,0.627,3480.0,64,0.6,0.715,0
4ec567a13ef2eb5bc9e85b0c61f28829dd7dd73e85ca78542681275319601f31,Existing Customer,52,F,2,Post-Graduate,Single,Unknown,Blue,42,3,2,3,1438.3,0.0,1438.3,0.607,4102.0,78,0.857,0.0,0
a3e8ae8079da41469d68a7bf2b8854ae42530837786e600068299c306a1c5ba9,Existing Customer,46,F,3,High School,Married,Less than $40K,Blue,38,4,2,2,1781.0,1315.0,466.0,0.704,4775.0,83,0.729,0.738,0
3a292f72d3b242bb1f6b868169833a94f38446f40412ec5bdda4d1e7f81e15cc,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,36,2,3,5,1606.0,0.0,1606.0,0.87,2628.0,41,0.64,0.0,1
b17f015f4967fb1b96a7e2608a20df2be39f993cd2b681b42cb20635a1df9fd9,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,28,5,2,4,2205.0,1245.0,960.0,0.925,4921.0,90,0.8,0.565,0
808d9a8eec20566b8d7973982e01ac29e851462e4c1b55fc1b1ed70af0d1190c,Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270.0,1647.0,623.0,0.759,4110.0,75,0.923,0.726,0
34805c5306b1082dcc913f2ad4e4564587e3ffc82a644bf0492c7484478a0eba,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875.0,693.0,0.578,4254.0,85,0.735,0.73,0
a34075456f6cb0f06a8a7d3ced790f5bfb76a572775ddb3fc051cd628ab3b380,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0.0,3292.0,0.482,2222.0,54,0.636,0.0,1
d0f8636e63b11805116c2c34b91ad8e2a86ce52c08e33ca434d639bf0dfd1588,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43,6,3,4,10797.0,1252.0,9545.0,0.489,1739.0,38,0.226,0.116,1
0a22eca4cf5eadb64ff93fdff4851b989904ebbfcf25983e9e1572cd47fb16cc,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,3,2,30501.0,2030.0,28471.0,0.56,2525.0,45,0.5,0.067,0
59a666a47dce45793de8efcdc1a68cc8791965221e42c1a8c99faa9402465df7,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,5,3,1,5371.0,1499.0,3872.0,0.737,3282.0,66,0.65,0.279,0
80812785022bed24a0a9bc990b464f5e86de23f69d14ffd78fd4812dee54266a,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,28,5,4,4,13441.0,0.0,13441.0,0.513,4207.0,80,0.702,0.0,0
9c8355af925cafa191ab09980a6e389e64b077783f6f39f93af5e45a41c91779,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,9137.0,1729.0,7408.0,0.974,4626.0,77,0.75,0.189,0
821f39a1c4c7c14e1d08cf7d9521ed64c1859a134b2f2bc1a04461b5fe396734,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517.0,3331.0,0.561,2000.0,32,0.28,0.43,1
